Updated 11/13/2020,,,,,
,N00004403,"Kind, Ron",D,WI03,H6WI03099
,N00001193,"King, Pete",R,NY03,H2NY03089
,N00025237,"King, Steven A",R,IA05,H2IA05072
,N00002656,"Kingston, Jack",R,GA01,H2GA01157
,N00030667,"Kinzinger, Adam",R,IL11,H0IL11052
,N00012539,"Kirk, Mark",R,ILS2,S0IL00261
,N00028859,"Kissell, Larry",D,NC08,H6NC08111
,N00004436,"Kline, John",R,MN02,H8MN06047
,N00027500,"Klobuchar, Amy",D,MNS2,S6MN00267
,N00004309,"Kohl, Herb",D,WIS1,S6WI00061
,N00003572,"Kucinich, Dennis",D,OH10,H6OH23033
,N00006406,"Kyl, Jon",R,AZS2,S4AZ00030
,N00031377,"Labrador, Raul",R,ID01,H0ID01253
,N00028133,"Lamborn, Douglas L",R,CO05,H6CO05159
,N00000898,"Lance, Leonard",R,NJ07,H6NJ12136
,N00005395,"Landrieu, Mary L",D,LAS1,S6LA00227
,N00031503,"Landry, Jeff",R,LA03,H0LA03141
,N00009724,"Langevin, Jim",D,RI02,H0RI02139
,N00031129,"Lankford, James",R,OK05,H0OK05114
,N00009759,"Larsen, Rick",D,WA02,H0WA02080
,N00000575,"Larson, John B",D,CT01,H8CT01046
,N00004227,"Latham, Tom",R,IA04,H4IA05102
,N00003545,"LaTourette, Steve",R,OH14,H4OH19036
,N00012233,"Latta, Robert E",R,OH05,H8OH05036
,N00000659,"Lautenberg, Frank",D,NJS2,S2NJ00080
,N00009918,"Leahy, Patrick",D,VTS2,S4VT00017
,N00008046,"Lee, Barbara",D,CA09,H8CA09060
,N00030198,"Lee, Christopher J",R,NY26,H8NY26095
,N00031696,"Lee, Mike",R,UTS2,S0UT00165
,N00001691,"Levin, Carl",D,MIS1,S8MI00158
,N00003950,"Levin, Sander",D,MI12,H2MI17023
,N00007087,"Lewis, Jerry",R,CA41,H8CA37079
,N00002577,"Lewis, John",D,GA05,H6GA05217
,N00000616,"Lieberman, Joe",I,CTS1,S8CT00022
,N00027239,"Lipinski, Daniel",D,IL03,H4IL03077
,N00000851,"LoBiondo, Frank",R,NJ02,H2NJ02037
,N00027741,"Loebsack, David",D,IA02,H6IA02146
,N00007479,"Lofgren, Zoe",D,CA16,H4CA16049
,N00030676,"Long, Billy",R,MO07,H0MO07113
,N00001024,"Lowey, Nita M",D,NY18,H8NY20056
,N00005559,"Lucas, Frank D",R,OK03,H4OK06056
,N00030026,"Luetkemeyer, Blaine",R,MO09,H8MO09153
,N00001764,"Lugar, Richard G",R,INS1,S4IN00014
,N00029562,"Lujan, Ben Ray",D,NM03,H8NM03196
,N00029788,"Lummis, Cynthia",R,WY01,H8WY00148
,N00011971,"Lungren, Dan",R,CA03,H6CA34112
,N00013855,"Lynch, Stephen F",D,MA09,H2MA09072
,N00026425,"Mack, Connie",R,FL14,S2FL00334
,N00000078,"Maloney, Carolyn B",D,NY14,H2NY14037
,N00032838,"Manchin, Joe",D,WVS1,S0WV00090
,N00004905,"Manzullo, Don",R,IL16,H0IL16085
,N00026710,"Marchant, Kenny",R,TX24,H4TX24094
,N00031777,"Marino, Tom",R,PA10,H0PA10078
,N00000270,"Markey, Ed",D,MA07,H6MA07101
,N00034041,"Massie, Thomas",R,KY04,H2KY04121
,N00009753,"Matheson, Jim",D,UT02,H0UT02096
,N00027459,"Matsui, Doris",D,CA05,H6CA05195
,N00006424,"McCain, John",R,AZS1,S6AZ00019
,N00001148,"McCarthy, Carolyn",D,NY04,H6NY04112
,N00028152,"McCarthy, Kevin",R,CA22,H2CA23148
,N00027694,"McCaskill, Claire",D,MOS2,S6MO00305
,N00026460,"McCaul, Michael",R,TX10,H4TX10093
,N00006863,"McClintock, Tom",R,CA04,H8CA04152
,N00012942,"McCollum, Betty",D,MN04,H0MN04049
,N00003389,"McConnell, Mitch",R,KYS1,S2KY00012
,N00013808,"McCotter, Thaddeus G",R,MI11,H2MI00037
,N00009829,"McDermott, Jim",D,WA07,H8WA07132
,N00000179,"McGovern, James P",D,MA03,H4MA03022
,N00026627,"McHenry, Patrick",R,NC10,H4NC10047
,N00002356,"McIntyre, Mike",D,NC07,H8NC07044
,N00006882,"McKeon, Buck",R,CA25,H2CA25036
,N00031681,"McKinley, David",R,WV01,H0WV01072
,N00026926,"McNerney, Jerry",D,CA11,H4CA11081
,N00031134,"Meehan, Patrick",R,PA07,H0PA07082
,N00001171,"Meeks, Gregory W",D,NY06,H8NY06048
,N00000699,"Menendez, Robert",D,NJS1,S6NJ00289
,N00029303,"Merkley, Jeff",D,ORS1,S8OR00207
,N00002793,"Mica, John L",R,FL07,H2FL08055
,N00024770,"Michaud, Mike",D,ME02,H2ME02097
,N00001945,"Mikulski, Barbara A",D,MDS2,S6MD00140
,N00025093,"Miller, Brad",D,NC13,H2NC13029
,N00009795,"Miller, Candice S",R,MI10,H6MI12181
,N00006954,"Miller, Gary",R,CA42,H8CA41063
,N00007390,"Miller, George",D,CA07,H6CA07043
,N00013846,"Miller, Jeff",R,FL01,H2FL01100
,N00026914,"Moore, Gwen",D,WI04,H4WI04183
,N00005282,"Moran, Jerry",R,KSS2,S0KS00091
,N00002083,"Moran, Jim",D,VA08,H0VA08040
,N00031412,"Mulvaney, Mick",R,SC05,H0SC05031
,N00026050,"Murkowski, Lisa",R,AKS2,S4AK00099
,N00027566,"Murphy, Christopher S",D,CT05,S2CT00132
,N00024992,"Murphy, Tim",R,PA18,H2PA18143
,N00007876,"Murray, Patty",D,WAS2,S2WA00189
,N00002327,"Myrick, Sue",R,NC09,H4NC09106
,N00000939,"Nadler, Jerrold",D,NY08,H2NY17071
,N00006789,"Napolitano, Grace",D,CA38,H8CA34068
,N00000153,"Neal, Richard E",D,MA02,H8MA02041
,N00005329,"Nelson, Ben",D,NES1,S6NE00095
,N00009926,"Nelson, Bill",D,FLS1,S8FL00166
,N00026043,"Neugebauer, Randy",R,TX19,H4TX19102
,N00032022,"Noem, Kristi",R,SD01,H0SD00054
,N00001692,"Norton, Eleanor Holmes",D,DC00,H0DC00058
,N00032441,"Nugent, Richard",R,FL05,H0FL05139
,N00007248,"Nunes, Devin",R,CA21,H8CA20059
,N00031006,"Nunnelee, Alan",R,MS01,H0MS01043
,N00029285,"Olson, Pete",R,TX22,H8TX22107
,N00000143,"Olver, John W",D,MA01,H2MA01020
,N00031011,"Owens, Bill",D,NY23,H0NY23081
,N00031958,"Palazzo, Steven",R,MS04,H0MS04120
,N00000781,"Pallone, Frank Jr",D,NJ06,H8NJ03073
,N00000751,"Pascrell, Bill Jr",D,NJ08,H6NJ08118
,N00006397,"Pastor, Ed",D,AZ04,H2AZ02055
,N00030836,"Paul, Rand",R,KYS2,S0KY00156
,N00005906,"Paul, Ron",R,TX14,P80000748
,N00029391,"Paulsen, Erik",R,MN03,H8MN03077
,N00000716,"Payne, Donald M",D,NJ10,H0NJ10026
,N00034639,"Payne, Donald M Jr",D,NJ10,H2NJ10154
,N00012672,"Pearce, Steve",R,NM02,H2NM02126
,N00007360,"Pelosi, Nancy",D,CA08,H8CA05035
,N00003765,"Pence, Mike",R,IN06,H8IN02060
,N00027510,"Perlmutter, Ed",D,CO07,H6CO07023
,N00029277,"Peters, Gary",D,MI09,H8MI09068
,N00004558,"Peterson, Collin",D,MN07,H2MN07014
,N00004426,"Petri, Tom",R,WI06,H0WI06061
,N00029168,"Pierluisi, Pedro",D,PR00,H8PR00062
,N00013817,"Pingree, Chellie",D,ME01,H8ME01120
,N00001633,"Pitts, Joe",R,PA16,H6PA16197
,N00009719,"Platts, Todd",R,PA19,H0PA19053
,N00026457,"Poe, Ted",R,TX02,H4TX02108
,N00029127,"Polis, Jared",D,CO02,H8CO02137
,N00030744,"Pompeo, Mike",R,KS04,H0KS04051
,N00003682,"Portman, Rob",R,OHS2,S0OH00133
,N00029662,"Posey, Bill",R,FL15,H8FL15107
,N00002260,"Price, David",D,NC04,H6NC04037
,N00026160,"Price, Tom",R,GA06,H4GA06087
,N00013823,"Pryor, Mark",D,ARS1,S0AR00028
,N00031723,"Quayle, Ben",R,AZ03,H0AZ03362
,N00030581,"Quigley, Mike",D,IL05,H0IL05096
,N00002198,"Rahall, Nick",D,WV03,H6WV04057
,N00000964,"Rangel, Charles B",D,NY15,H6NY19029
,N00000362,"Reed, Jack",D,RIS2,S6RI00163
,N00030949,"Reed, Tom",R,NY29,H0NY29054
,N00004645,"Rehberg, Denny",R,MT01,S6MT00097
,N00026885,"Reichert, Dave",R,WA08,H4WA08071
,N00009922,"Reid, Harry",D,NVS2,S6NV00028
,N00031127,"Renacci, Jim",R,OH16,H0OH16097
,N00006067,"Reyes, Silvestre",D,TX16,H6TX00115
,N00030968,"Ribble, Reid",R,WI08,H0WI08075
,N00029112,"Richardson, Laura",D,CA37,H8CA37137
,N00030184,"Richmond, Cedric",D,LA02,H8LA02054
,N00030962,"Rigell, Scott",R,VA02,H0VA02084
,N00029441,"Risch, James E",R,IDS1,S8ID00092
,N00031887,"Rivera, David",R,FL25,H0FL25038
,N00005285,"Roberts, Pat",R,KSS1,S6KS00080
,N00030768,"Roby, Martha",R,AL02,H0AL02087
,N00001685,"Rockefeller, Jay",D,WVS2,S4WV00027
,N00026314,"Rodgers, Cathy McMorris",R,WA05,H4WA05077
,N00028463,"Roe, Phil",R,TN01,H6TN01388
,N00003473,"Rogers, Hal",R,KY05,H0KY05015
,N00009668,"Rogers, Mike",R,MI08,H0MI08042
,N00024759,"Rogers, Mike D",R,AL03,H2AL03032
,N00007151,"Rohrabacher, Dana",R,CA46,H8CA42061
,N00031741,"Rokita, Todd",R,IN04,H0IN04170
,N00029018,"Rooney, Tom",R,FL16,H8FL16022
,N00002858,"Ros-Lehtinen, Ileana",R,FL18,H0FL18025
,N00004719,"Roskam, Peter",R,IL06,H6IL06117
,N00030645,"Ross, Dennis",R,FL12,H0FL12101
,N00009571,"Ross, Mike",D,AR04,H0AR04038
,N00008619,"Rothman, Steven R",D,NJ09,H6NJ09165
,N00006671,"Roybal-Allard, Lucille",D,CA34,H2CA33048
,N00008264,"Royce, Ed",R,CA40,H6CA39020
,N00030612,"Rubio, Marco",R,FLS2,S0FL00338
,N00031988,"Runyan, Jon",R,NJ03,H0NJ03153
,N00025482,"Ruppersberger, Dutch",D,MD02,H2MD02160
,N00004887,"Rush, Bobby L",D,IL01,H2IL01042
,N00004357,"Ryan, Paul",R,WI01,H8WI01024
,N00025280,"Ryan, Tim",D,OH17,H2OH17109
,N00030418,"Sablan, Gregorio",D,MP00,H8MP00041
,N00024870,"Sanchez, Linda",D,CA39,H2CA39078
,N00008274,"Sanchez, Loretta",D,CA47,H6CA46033
,N00000528,"Sanders, Bernie",I,VTS1,S4VT00033
,N00027751,"Sarbanes, John",D,MD03,H6MD03292
,N00009660,"Scalise, Steve",R,LA01,H0LA01087
,N00004724,"Schakowsky, Jan",D,IL09,H8IL09067
,N00009585,"Schiff, Adam",D,CA29,H0CA27085
,N00030668,"Schilling, Bobby",R,IL17,H0IL17059
,N00027526,"Schmidt, Jean",R,OH02,H6OH02086
,N00029273,"Schock, Aaron",R,IL18,H8IL18043
