updated 12/20/2018,,,,,,,,
,N00038776,"Allan, Seth",R,OR05,H6OR05168,,,
,N00032277,"Allen, Jason",R,MI01,H0MI01104,,,
,N00035009,"Allen, Kim",L,AZ01,H2AZ01321,,,
,N00039952,"Allen, Miranda",I,KS04,H6KS04173,,,
,N00033720,"Allen, Richard W",R,GA12,H2GA12121,,,
,N00035601,"Alliegro, Mark C",R,MA09,H4MA09052,,,
,N00039082,"Allvord, Terry",R,CA52,H6CA52155,,,
,N00036337,"Alm, Vance",D,NV02,H4NV02136,,,
,N00031084,"Amador, Tony",R,CA09,H0CA11337,,,
,N00031938,"Amash, Justin",R,MI03,H0MI03126,,,
,N00031177,"Amodei, Mark",R,NV02,H2NV02395,,,
,N00007929,"Amundson, Thor",D,WAS2,S8WA00137,,,
,N00039258,"Anders, Sam",R,GA03,H6GA03121,,,
,N00038203,"Anderson, Dave",D,MD08,H6MD08515,,,
,N00038571,"Anderson, Phil",L,WIS2,S6WI00152,,,
,N00037163,"Anderson, Stephanie",3,FL23,H6FL23048,,,
,N00038605,"Andres, Teresita",D,CA22,H6CA22166,,,
,N00039398,"Angelle, Scott",R,LA03,H6LA03130,,,
,N00027581,"Angle, Sharron",R,NVS2,S0NV00138,,,
,N00038806,"Ansel, Jeff",I,TX13,H6TX13126,,,
,N00039301,"Anthanasopoulos, George",R,CO07,H6CO07106,,,
,N00038621,"Anthony, Malcolm",R,FL06,H6FL06142,,,
,N00038599,"Appleby, Alex",L,CA09,H6CA09106,,,
,N00037263,"Applegate, Douglas L",D,CA49,H6CA49102,,,
,N00039709,"Arberry, Morse Jr",D,NV04,H6NV04095,,,
,N00040043,"Archer, Steven",D,RI02,H6RI02276,,,
,N00039966,"Ardini, Robert",R,NY12,H6NY12149,,,
,N00039392,"Armedariz, Victor",R,GA04,H6GA04152,,,
,N00038594,"Armstrong-Stoner, Derek James",D,AZ08,H6AZ08178,,,
,N00040069,"Arndt, John",L,WI05,H6WI05128,,,
,N00036141,"Arness, Mark",R,MD05,H4MD05144,,,
,N00031949,"Arnold, David",3,MO02,H0MO03120,,,
,N00030295,"Arnold, Keith",I,WA08,H8WA08080,,,
,N00038285,"Arrington, Jodey",R,TX19,H6TX19099,,,
,N00040052,"Arthur, Kathleen",D,WA03,H6WA03226,,,
,N00036932,"Ash, James",R,CA53,H6CA53047,,,
,N00005697,"Ashby, Ken",L,TX05,H8TX05052,,,
,N00005293,"Ashford, Brad",D,NE02,H4NE02054,,,
,N00031631,"Ashooh, Richard E",R,NH01,H0NH01225,,,
,N00036354,"Ashworth, Matthew",R,OH08,H6OH08117,,,
,N00038654,"Assini, Mark W",R,NY25,H6NY25166,,,
,N00031491,"Atanus, Susanne",R,IL09,H0IL09080,,,
,N00040378,"Athey, Ted",I,MD06,H6MD06261,,,
,N00039426,"Atkins, Ken",R,TN08,H6TN08201,,,
,N00037020,"Atkinson, Jacquie",R,CA52,H6CA52114,,,
,N00039945,"Atkinson, Tom",R,OK01,H6OK01185,,,
,N00030980,"Ayotte, Kelly",R,NHS1,S0NH00235,,,
,N00036877,"Azumah, Joel",I,NY09,H4NY09090,,,
,N00040167,"Babauta, Anthony M",D,GU00,H6GU00042,,,
,N00033731,"Babeu, Paul",R,AZ01,H2AZ04127,,,
,N00040449,"Babiarz, John J",I,NH02,H6NH02246,,,
,N00005736,"Babin, Brian",R,TX36,H6TX02079,,,
,N00039414,"Babinec, Martin",3,NY22,H6NY22148,,,
,N00007089,"Baca, Joe",R,CA31,H6CA42099,,,
,N00039476,"Bacallao, Mary Kay",R,GAS2,S6GA00234,,,
,N00037049,"Bacon, Donald John",R,NE02,H6NE02125,,,
,N00039568,"Baez, Leonel Mr.",D,NY15,H6NY15134,,,
,N00039797,"Bagwell, Tom",L,MI12,H6MI12272,,,
,N00039928,"Bailey, Greg",I,COS1,S6CO00358,,,
,N00040176,"Bailey, Rufus",I,RI01,H6RI01120,,,
,N00005012,"Bailey, Steven G",R,MO01,H8MO03131,,,
,N00036336,"Bakari, Kamau",I,NV01,H4NV01187,,,
,N00038660,"Baker, Bruce",R,CO07,H6CO07098,,,
,N00037618,"Baker, Collin",R,TX06,H6TX06153,,,
,N00039843,"Baker, Hunter",R,TN08,H6TN08235,,,
,N00039545,"Baker, Jeffrey Ronald",R,NC10,H6NC10166,,,
,N00039699,"Baker, Lou",R,NV01,H6NV01240,,,
,N00037598,"Baker, Terry",R,MD06,H6MD06220,,,
,N00040374,"Bakken, Gorden J",L,KS04,H6KS04181,,,
,N00036368,"Balchunis, Mary Ellen",D,PA07,H4PA07092,,,
,N00037452,"Baldacci, Joe",D,ME02,H6ME02122,,,
,N00040373,"Bales, James Houston",L,KS02,H6KS02268,,,
,N00039837,"Ball, Jody",R,TN05,H6TN05314,,,
,N00035112,"Ballard, Scott J",L,TX31,H2TX11095,,,
,N00037303,"Bangstad, Kirk",D,WI07,H6WI07140,,,
,N00037185,"Banks, Jim",R,IN03,H6IN03229,,,
,N00007182,"Banuelos, Robert",D,CA48,H2CA46040,,,
,N00039493,"Barajas, Ramon III",R,CA27,H6CA27280,,,
,N00037608,"Bard, Gavin",3,NJ01,H6NJ01196,,,
,N00025804,"Bardel, Hank",3,NY11,H2NY13062,,,
,N00037030,"Baricevic, Charles John",D,IL12,H6IL12099,,,
,N00033200,"Barkley, Mike",D,CA10,H2CA00096,,,
,N00039473,"Barksdale, Jim",D,GAS2,S6GA00200,,,
,N00025495,"Barletta, Lou",R,PA11,H2PA11098,,,
,N00039578,"Barnes, Rudy Jr",3,SC05,H6SC05137,,,
,N00038619,"Barney, Sean",D,DE01,H6DE01097,,,
,N00031233,"Barr, Andy",R,KY06,H0KY06104,,,
,N00037019,"Barragan, Nanette",D,CA44,H6CA44103,,,
,N00038828,"Barrera, Roy",D,TX27,H6TX27092,,,
,N00039540,"Barrett, Dan",R,NC13,H6NC03179,,,
,N00035037,"Barrilleaux, Bryan",R,LA03,H2LA03063,,,
,N00037265,"Barringer, Adam",R,FL06,H6FL06100,,,
,N00037454,"Bartley, Lori",R,TX18,H6TX18141,,,
,N00005656,"Barton, Joe",R,TX06,H4TX06117,,,
,N00001883,"Barve, Kumar P",D,MD08,H6MD08291,,,
,N00039092,"Barz, Michael",I,IL05,H6IL05192,,,
,N00038671,"Basham, Danny",D,IN06,H6IN06164,,,
,N00036660,"Basler, Doug",R,WA09,H4WA09061,,,
,N00031877,"Bass, Karen",D,CA37,H0CA33117,,,
,N00037160,"Batsche, Christopher",R,MOS1,S6MO00370,,,
,N00039684,"Batsche, Christopher",R,MO07,H6MO07219,,,
,N00038259,"Batts, Jason",R,KY01,H6KY01102,,,
,N00038687,"Baucum, Trey",R,LA04,H6LA04120,,,
,N00036706,"Bauer, Lee",D,MN05,H4MN05089,,,
,N00038659,"Baugh, Scott",R,CA48,H6CA48245,,,
,N00039586,"Bault, David",R,TN08,H6TN08219,,,
,N00040454,"Baumeister, John J.",I,OH12,H6OH12135,,,
,N00003762,"Bayh, Evan",D,INS2,S8IN00049,,,
,N00038277,"Beagle, Bill",R,OH08,H6OH08141,,,
,N00038245,"Bean, Rowan",I,AZ02,H6AZ02197,,,
,N00036609,"Beard, Mark T",I,OKS1,S4OK00372,,,
,N00033904,"Beatty, Joyce",D,OH03,H2OH03125,,,
,N00040073,"Beaudry, Heath",R,WY01,H6WY00183,,,
,N00009774,"Becerra, Xavier",D,CA34,H2CA30143,,,
,N00036936,"Beck, Kristin",D,MD05,H6MD05198,,,
,N00032702,"Becker, Francis X Jr",R,NY04,H0NY04099,,,
,N00037624,"Becker, Julie",3,WI05,H6WI05102,,,
,N00038849,"Bedell, Eileen",D,VA07,H6VA07148,,,
,N00034073,"Bedwell, Danny",L,MS01,H2MS01114,,,
,N00038827,"Beebe, Micah",R,TX26,H6TX26128,,,
,N00039311,"Beechwood, Eric",D,NJ02,H6NJ02186,,,
,N00036211,"Beers, Bob",R,NVS2,S6NV00192,,,
,N00039108,"Beers, Matt",L,MD01,H6MD01247,,,
,N00039377,"Begay, Carlyle",R,AZ01,H6AZ01249,,,
,N00038780,"Beiler, Chet",R,PA16,H6PA16312,,,
,N00039773,"Beinstein, Alex",R,CO03,H6CO03188,,,
,N00038559,"Beitiks, Mikelis",I,CAS1,S6CA00766,,,
,N00038795,"Bell, Adam",D,TX03,H6TX03192,,,
,N00036092,"Bell, Bob",R,LA06,H6LA06125,,,
,N00038636,"Bell, Doug",R,GA05,H6GA05290,,,
,N00039651,"Bello, Axel",I,AZ09,H6AZ09077,,,
,N00034793,"Bellone, Alan",3,NY09,H2NY08120,,,
,N00032743,"Beloin, Gerald",R,NHS1,S0NH00284,,,
,N00040383,"Belusic, Claudio",L,NJ05,H6NJ05205,,,
,N00037497,"Benedict, Lee",R,GAS2,S6GA00184,,,
,N00031934,"Benishek, Dan",R,MI01,H0MI01088,,,
,N00030608,"Bennet, Michael F",D,COS1,S0CO00211,,,
,N00037514,"Bennett, Ken",R,AZ01,H6AZ01173,,,
,N00038853,"Bennett, LuAnn",D,VA10,H6VA10209,,,
,N00038782,"Bennett, Rob",D,PA18,H6PA18219,,,
,N00037026,"Bensmihen, Joseph",R,FL22,H6FL22073,,,
,N00038696,"Benson-Staebler, David",R,MN02,H6MN02180,,,
,N00033625,"Bentivolio, Kerry",I,MI11,H2MI11133,,,
,N00030717,"Bera, Ami",D,CA07,H0CA03078,,,
,N00039533,"Bergman, John",R,MI01,H6MI01226,,,
,N00040341,"Berlinski, Larry",3,NJ03,H6NJ03150,,,
,N00036780,"Berman, Mike",I,NJ01,H4NJ01159,,,
,N00037017,"Bernal, Benny",D,CA29,H6CA29203,,,
,N00010946,"Berns, Jim",D,OH01,H2OH01020,,,
,N00039309,"Berry, Paul III",R,MO01,H6MO01261,,,
,N00039524,"Bertrand, Rick",R,IA04,H6IA04142,,,
,N00039372,"Beruff, Carlos",R,FLS2,S6FL00426,,,
,N00031559,"Beutler, Jaime Herrera",R,WA03,H0WA03187,,,
,N00034297,"Bey, Nikolay",R,MN04,H6MN04251,,,
,N00036018,"Beyer, Don",D,VA08,H4VA08224,,,
,N00040450,"Bhatti, Haris",3,NY06,H6NY06141,,,
,N00039293,"Biggs, Andy",R,AZ05,H6AZ05083,,,
,N00027462,"Bilirakis, Gus",R,FL12,H6FL09070,,,
,N00040299,"Billiot, Beryl",I,LAS2,S6LA00441,,,
,N00034243,"Bilyeu, Sheila",I,AZS1,S2AZ00273,,,
,N00035718,"Bircher, Mark",R,FL13,H4FL13135,,,
,N00038445,"Bishop, Bob",R,NY19,H6NY19227,,,
,N00039071,"Bishop, Christopher Andrew",I,AL07,H6AL07174,,,
,N00036449,"Bishop, Mike",R,MI08,H4MI08135,,,
,N00025292,"Bishop, Rob",R,UT01,H2UT01094,,,
,N00002674,"Bishop, Sanford",D,GA02,H2GA02031,,,
,N00039577,"Bjorn, Arik",D,SC02,H6SC02100,,,
,N00031539,"Black, Diane",R,TN06,H0TN06257,,,
,N00030082,"Black, Phil",D,SC02,H8SC02098,,,
,N00003105,"Blackburn, Marsha",R,TN07,H2TN06030,,,
,N00039958,"Blackwell, David",D,MO06,H6MO06229,,,
,N00039045,"Blaha, Robert",R,COS1,S6CO00275,,,
,N00035971,"Blair, Paul",3,TX03,H4TX03098,,,
,N00039775,"Blake, Robert Edward",R,FL01,H6FL01226,,,
,N00009683,"Blakley, Will",R,NCS2,S8NC00254,,,
,N00040107,"Blatchford, Edgar",D,AKS2,S6AK00177,,,
,N00037534,"Blatt, Doug",D,TX22,H6TX22234,,,
,N00039665,"Bledsoe, Bill",L,SCS1,S6SC04155,,,
,N00039803,"Bliss, Mark",L,MO04,H6MO04232,,,
,N00040058,"Bloom, Todd Anthony",R,WA06,H6WA06211,,,
,N00033744,"Blum, Rod",R,IA01,H2IA01055,,,
,N00007727,"Blumenauer, Earl",D,OR03,H6OR03064,,,
,N00031685,"Blumenthal, Richard",D,CTS2,S0CT00177,,,
,N00005981,"Blunt, Jeffrey",L,TX20,H8TX21125,,,
,N00005195,"Blunt, Roy",R,MOS1,S0MO00183,,,
,N00039547,"Blust, John",R,NC13,H6NC13087,,,
,N00026756,"Bly, Ray",R,MD07,H8MD07042,,,
,N00032925,"Boal, Ellis",3,MI01,H0MI01187,,,
,N00038668,"Boccarossa, Jack",R,IL17,H6IL17213,,,
,N00003675,"Boehner, John",R,OH08,H0OH08029,,,
,N00040371,"Boggs, Patrick A",I,GA14,H6GA14037,,,
,N00039582,"Bohms, Alan",D,TN01,H6TN00091,,,
,N00031805,"Boler, Mark",L,TX26,H0TX26105,,,
,N00040394,"Bollentin, Michael R.",I,NJ12,H6NJ12227,,,
,N00033524,"Bolling, Dan",D,MD08,H6MD08556,,,
,N00039746,"Bomberger, Jeffrey",I,CA25,H6CA25193,,,
,N00033474,"Bonamici, Suzanne",D,OR01,H2OR01133,,,
,N00039164,"Bonar, Troy",L,TX19,H6TX19180,,,
,N00033342,"Bongino, Dan",R,FL19,H6FL19095,,,
,N00035577,"Bonner, Jay",R,FL20,H4FL20064,,,
,N00029390,"Bonoff, Terri",D,MN03,H8MN03069,,,
,N00033714,"Boone, Dan",D,TX21,H2TX21102,,,
,N00013873,"Boozman, John",R,ARS2,S0AR00150,,,
,N00024866,"Bordallo, Madeleine Z",D,GU00,H2GU00033,,,
,N00038418,"Borders, Jason D",D,FL09,H6FL09211,,,
,N00040389,"Boss, Jeff",I,NJ09,H6NJ09249,,,
,N00035420,"Bost, Mike",R,IL12,H4IL12060,,,
,N00039955,"Bostow, Diane Evelyn",L,MI01,H6MI01234,,,
,N00040018,"Bouchard, Jim",L,ME01,H6ME01231,,,
,N00038708,"Bouie, John II",R,MS02,H6MS02162,,,
,N00026595,"Boustany, Charles Jr",R,LAS2,S6LA00300,,,
,N00036594,"Bowers, Kerry Dale",R,NV03,H6NV03121,,,
,N00039031,"Bowman, Marcus",R,ALS2,S6AL00336,,,
,N00040068,"Boyce, Richard",I,WA10,H6WA10015,,,
,N00039856,"Boyd, Janice Allen",D,VA09,H6VA09094,,,
,N00031440,"Boyd, Will",D,AL05,H6AL05202,,,
,N00038440,"Boylan, Patrick",D,NV01,H6NV01216,,,
,N00035307,"Boyle, Brendan",D,PA13,H4PA13199,,,
,N00039943,"Braddy, Sean",I,OKS1,S6OK04130,,,
,N00039083,"Bradell, Kyle",R,CO06,H6CO06066,,,
,N00039806,"Bradham, Nathan Clay",R,MO07,H6MO07250,,,
,N00038805,"Bradshaw, Bill",D,TX12,H6TX12136,,,
,N00005883,"Brady, Kevin",R,TX08,H6TX08100,,,
,N00040440,"Brady, Matthew A",3,MI02,H6MI02190,,,
,N00001619,"Brady, Robert A",D,PA01,H8PA01153,,,
,N00039735,"Branca, Albert James",R,CA01,H6CA01210,,,
,N00037262,"Brandman, Jordan",D,CA46,H6CA46132,,,
,N00035371,"Brannon, Greg",R,NC02,H6NC02148,,,
,N00036302,"Brannon, Josh",D,NC05,H4NC05245,,,
,N00036013,"Brat, Dave",R,VA07,H4VA07143,,,
,N00038677,"Bratcher, Harold",R,KY03,H6KY03173,,,
,N00040447,"Breckenridge, Rick",L,MT01,H6MT00097,,,
,N00039986,"Brenton, Lucy",L,INS2,S6IN00225,,,
,N00036898,"Breu, Tom",D,WI01,H6WI01176,,,
,N00039688,"Brewington, Elton R.",D,NC02,H6NC02163,,,
,N00033532,"Bridenstine, James",R,OK01,H2OK01143,,,
,N00038682,"Brill, Roger Q",R,KY06,H6KY06135,,,
,N00039963,"Brixey, Benjamin",L,MO07,H6MO07292,,,
,N00029524,"Broadus, Robert",R,MD04,H8MD04155,,,
,N00039402,"Brock, Andrew",R,NC13,H6NC13053,,,
,N00039329,"Brockmoller, Jennifer",R,WA03,H6WA03200,,,
,N00031063,"Brodhead, Stephan",R,WA06,H2WA10022,,,
,N00036331,"Brogowski, Lee Anne",D,NJ11,H4NJ11117,,,
,N00039048,"Bronson, Daniel J",R,ILS2,S6IL00359,,,
,N00039497,"Bronson, Gordon",D,CO03,H6CO03162,,,
,N00039501,"Brookes, Ann",R,CT02,H6CT02154,,,
,N00038640,"Brookins, Howard Jr",D,IL01,H6IL01167,,,
,N00034126,"Brooks, Janis",D,PA14,H2PA14092,,,
,N00030910,"Brooks, Mo",R,AL05,H0AL05163,,,
,N00033495,"Brooks, Susan",R,IN05,H2IN05082,,,
,N00039788,"Brooksbank, Russell",L,IN09,H6IN09218,,,
,N00028986,"Broun, Paul",R,GA09,H6GA09243,,,
,N00038202,"Brown, Anitra",I,FL01,H6FL01085,,,
,N00036999,"Brown, Anthony",D,MD04,H6MD04209,,,
,N00002713,"Brown, Corrine",D,FL05,H2FL03056,,,
,N00039824,"Brown, Desiree",R,OK03,H6OK03223,,,
,N00039808,"Brown, Hal",R,MO08,H6MO08142,,,
,N00037429,"Brown, James P",I,ILS2,S6IL00318,,,
,N00037186,"Brown, Liz",R,IN03,H6IN03237,,,
,N00037254,"Brown, Paul",R,TX32,H6TX32043,,,
,N00037612,"Brown, Sakima",R,NY18,H6NY18161,,,
,N00039713,"Brown, Shaun",D,VA02,H6VA02115,,,
,N00034590,"Brown, Steve",L,NV04,H4NV04058,,,
,N00039093,"Brown, Willie",D,IN01,H6IN01199,,,
,N00034254,"Brownley, Julia",D,CA26,H2CA00120,,,
,N00025750,"Bruderly, David E",D,FL04,H2FL06091,,,
,N00038602,"Bruner, Matthew",I,CA20,H6CA20160,,,
,N00035231,"Brutus, Otto Patrick",D,IL01,H4IL02269,,,
,N00038791,"Bryan, Pat",D,TX02,H6TX02160,,,
,N00037601,"Bryant, Jamal Harrison",D,MD07,H6MD07442,,,
,N00038725,"Bryson, Rick",D,NC11,H6NC11198,,,
,N00030432,"Buchanan, Martin",L,CO07,H6CO07114,,,
,N00027626,"Buchanan, Vernon",R,FL16,H6FL13148,,,
,N00038860,"Buchholz, Myron",D,WI03,H6WI03164,,,
,N00030829,"Buck, Kenneth R",R,CO04,H4CO04090,,,
,N00039113,"Buck, Rob",R,MD04,H6MD04274,,,
,N00026751,"Buckley, Allen",L,GAS2,S4GA11103,,,
,N00031227,"Bucshon, Larry",R,IN08,H0IN08114,,,
,N00039551,"Budd, Ted",R,NC13,H6NC13129,,,
,N00038256,"Bullwinkel, Deb",D,IL08,H6IL08188,,,
,N00038852,"Bunch, Bill",D,VA09,H6VA09078,,,
,N00039175,"Bupp, Mitchell Preston",I,VA05,H6VA05159,,,
,N00039417,"Burgess, Jonathan",R,OR01,H6OR01266,,,
,N00025219,"Burgess, Michael",R,TX26,H2TX26093,,,
,N00036941,"Burk, John",R,NC09,H6NC09168,,,
,N00038680,"Burk, John Jr",R,KY05,H6KY05137,,,
,N00039793,"Burke, Bill",R,MA08,H6MA08299,,,
,N00040011,"Burke, Robert Ingram",I,FL24,H6FL24053,,,
,N00040252,"Burkette, Billy",R,LA05,H6LA05150,,,
,N00039321,"Burkholder, Joshua",D,PA04,H6PA04128,,,
,N00002221,"Burr, Richard",R,NCS2,S4NC00089,,,
,N00034523,"Burris, Michael",R,MO05,H2MO05352,,,
,N00039789,"Burt, Kerry",L,KS01,H6KS01187,,,
,N00039257,"Busch, Mark",R,FL07,H6FL07124,,,
,N00039373,"Bush, Cori",D,MOS1,S6MO00396,,,
,N00037006,"Bush, Jeb",R,PRES,P60008059,,,
,N00033390,"Bustos, Cheri",D,IL17,H2IL17071,,,
,N00040257,"Butkovich, Keith",3,MI04,H6MI04162,,,
,N00027035,"Butterfield, G K",D,NC01,H4NC01046,,,
,N00039679,"Bydlak, Rebekah Johansen",R,FL01,H6FL01218,,,
,N00035380,"Byrne, Bradley",R,AL01,H4AL01123,,,
,N00039960,"Byrne, Mary",R,MO07,H6MO07268,,,
,N00040009,"Byron, David Francis Ii",I,FL19,H6FL19103,,,
,N00040173,"Caceres, Yohanny M.",D,NY13,H6NY13196,,,
,N00039948,"Cadena , Angel",R,CT03,H6CT03145,,,
,N00034726,"Cadien, Tawana",D,TX10,H2TX10113,,,
,N00033505,"Caffrey, Andy",D,CA02,H6CA02226,,,
,N00038607,"Caforio, Bryan",D,CA25,H6CA25177,,,
,N00037057,"Cage, Ericke",D,VA05,H6VA05100,,,
,N00035433,"Cain, Emily",D,ME02,H4ME02200,,,
,N00040178,"Caiozzo, Salvatore",I,RI02,H6RI02284,,,
,N00040444,"Calewarts, Dylan",3,MI12,H6MI12280,,,
,N00033255,"Callahan, Mark",R,ORS2,S4OR00172,,,
,N00028579,"Callis, Michael",R,NH01,H6NH01263,,,
,N00037052,"Calone, David L",D,NY01,H6NY01118,,,
,N00007099,"Calvert, Ken",R,CA42,H2CA37023,,,
,N00039305,"Camacho, Felix",R,GU00,H6GU01016,,,
,N00040528,"Camboni, Anthony",I,AZS1,S6AZ00399,,,
,N00039478,"Campbell, Foster",D,LAS2,S6LA00359,,,
,N00013089,"Campbell, Mike",R,IN05,H6IN05232,,,
,N00033999,"Campos, Benjamin",R,CA38,H2CA38237,,,
,N00039382,"Campos, Louie",D,CA22,H6CA22182,,,
,N00038411,"Canada, Mike",R,CA52,H6CA52122,,,
,N00035515,"Cannon, Jerry",D,MI01,H4MI01114,,,
,N00038436,"Cano, Christian",D,NC09,H6NC09184,,,
,N00038633,"Canova, Tim",D,FL23,H6FL23063,,,
,N00039961,"Canovi, Matt",R,MO07,H6MO07276,,,
,N00030339,"Cao, Joseph",R,LAS2,S6LA00326,,,
,N00000267,"Capuano, Michael E",D,MA07,H8MA08071,,,
,N00033544,"Caraway, Barbara Mallory",D,TX30,H2TX30079,,,
,N00037015,"Carbajal, Salud",D,CA24,H6CA24303,,,
,N00039490,"Cardenas, Angel",R,CA14,H6CA14114,,,
,N00033373,"Cardenas, Tony",D,CA29,H2CA28113,,,
,N00038844,"Cardwell, Pat",R,VA02,H6VA02107,,,
,N00034135,"Cargas, James",D,TX07,H2TX07036,,,
,N00039700,"Carlisle, Stephanie",R,NV01,H6NV01257,,,
,N00032688,"Carlson, Steve",D,MN04,H0MN04163,,,
,N00039427,"Carlton, Todd",I,TX08,H6TX08191,,,
,N00037623,"Carnahan, Weldon",R,WI04,H6WI04055,,,
,N00030736,"Carney, John",D,DE01,H0DE01017,,,
,N00038600,"Caro, Suzanne",R,CA13,H6CA13140,,,
,N00036120,"Carpenter, Douglas",D,IN02,H4IN02150,,,
,N00032063,"Carpenter, Sam",R,ORS2,S0OR00238,,,
,N00035287,"Carr, Joe",R,TN06,H4TN04130,,,
,N00007498,"Carroll, Jerry Leon",3,CAS1,S2CA00591,,,
,N00013294,"Carroll, John Stanley",R,HIS1,S0HI00126,,,
,N00037264,"Carroll, Morgan",D,CO06,H6CO06058,,,
,N00029513,"Carson, Andre",D,IN07,H8IN07184,,,
,N00036973,"Carson, Ben",R,PRES,P60005915,,,
,N00035346,"Carter, Buddy",R,GA01,H4GA01039,,,
,N00039656,"Carter, Dan",R,CTS2,S6CT05108,,,
,N00031188,"Carter, Jerry Dean",I,NVS2,S0NV00211,,,
,N00025095,"Carter, John",R,TX31,H2TX31044,,,
,N00034128,"Cartwright, Matt",D,PA17,H2PA17079,,,
,N00039151,"Casacio, Stanley",R,PA07,H6PA07139,,,
,N00034735,"Casey, Keith",R,TX14,H6TX14132,,,
,N00029149,"Casperson, Tom",R,MI01,H8MI01107,,,
,N00036310,"Casteen, J Wesley",D,NC07,H4NC07100,,,
,N00037252,"Castillo, Christopher",R,CA44,H6CA44129,,,
,N00039562,"Castillo, Hector",R,NJ09,H6NJ09231,,,
,N00027514,"Castor, Kathy",D,FL14,H6FL11126,,,
,N00038273,"Castricone, Dan",R,NY18,H6NY18179,,,
,N00033316,"Castro, Joaquin",D,TX20,H2TX35011,,,
,N00039707,"Casutt, Brandon",D,NV04,H6NV04061,,,
,N00039531,"Cataldo, Chris",3,MA09,H6MA09164,,,
,N00039542,"Caudill, James Williams",R,NC07,H6NC07170,,,
,N00038676,"Caughey, Miles",R,KY01,H6KY01144,,,
,N00034795,"Cavanagh, Daniel J",R,NY08,H2NY09110,,,
,N00040437,"Cenkush, Ron",L,IN02,H6IN02163,,,
,N00036735,"Chabot, Brian",L,NHS1,S6NH00117,,,
,N00036102,"Chabot, Paul",R,CA31,H4CA31071,,,
,N00003689,"Chabot, Steve",R,OH01,H8OH01043,,,
,N00040499,"Chadda, Solange",I,PAS1,S6PA00308,,,
,N00037300,"Chadwick, Bruce",R,TX33,H6TX33017,,,
,N00009954,"Chafee, Lincoln",D,PRES,P60008075,,,
,N00036537,"Chaffee, Chris",R,MDS2,S6MD03557,,,
,N00028958,"Chaffetz, Jason",R,UT03,H8UT03089,,,
,N00040013,"Chan Hodges, Shay",D,HI02,H6HI02384,,,
,N00039842,"Chandler, Tharon",D,TN07,H6TN07146,,,
,N00037271,"Chane, Jonathan",D,FL18,H6FL18113,,,
,N00036518,"Chapin, Dan",I,COS1,S6CO00374,,,
,N00038268,"Chappelle-Nadal, Maria",D,MO01,H6MO01253,,,
,N00035807,"Chavez, Cesar",D,AZ07,H4AZ07035,,,
